Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,,,,,,,,,,,
pyrush/django_yolo_api,https://github.com/pyrush/django_yolo_api,FALSE,3/2/2022 14:46,"['boilerpalte', 'django', 'pytorch', 'yolov5']",5,1,3,0,1,Python,2111,1,0,1,0,3,0,0,0,,,,,,,,,,,
DLR-SC/repository-synergy,https://github.com/DLR-SC/repository-synergy,FALSE,5/8/2021 7:51,[],5,6,6,0,1,Jupyter Notebook,103486,1,0,1,0,8,0,0,0,,,,,,,,,,,
DerrickWang005/CRIS.pytorch,https://github.com/DerrickWang005/CRIS.pytorch,FALSE,6/1/2022 13:38,"['contrastive-learning', 'multi-modality', 'referring-image-segmentation']",105,3,17,1,2,Python,22306,3,0,1,1,28,0,0,0,,,,,,,,,,,
YaoFANGUK/video-subtitle-extractor,https://github.com/YaoFANGUK/video-subtitle-extractor,FALSE,10/4/2020 18:01,"['deep-learning', 'ocr', 'subtitles', 'srt', 'hardsub', 'extract', 'ripper', 'subrip']",1667,17,232,4,4,Python,792302,60,0,3,5,411,3,0,1,,,,,,,,,,,
salinaaaaaa/NVIDIA-Rapids-NeMo-PyTorch-Tensorboard,https://github.com/salinaaaaaa/NVIDIA-Rapids-NeMo-PyTorch-Tensorboard,FALSE,3/17/2020 2:41,[],9,1,1,0,1,Python,7857,0,0,1,0,11,0,0,0,,,,,,,,,,,
QueraTeam/data-contests,https://github.com/QueraTeam/data-contests,FALSE,5/23/2021 8:02,[],43,7,3,0,1,Jupyter Notebook,154950,0,0,1,0,15,0,0,0,,,,,,,,,,,
jinmang2/BoostCamp_AI_Tech_2,https://github.com/jinmang2/boostcamp_ai_tech_2,FALSE,7/11/2021 9:15,43,2,4,0,1,Python,118080,2,1,10,0,164,0,0,0,,,,,,,,,,,,
oneThousand1000/EG3D-projector,https://github.com/oneThousand1000/EG3D-projector,FALSE,6/15/2022 13:06,[],27,2,4,0,1,Jupyter Notebook,16142,4,0,1,0,14,0,0,0,,,,,,,,,,,
cherubicXN/logocap,https://github.com/cherubicXN/logocap,FALSE,3/26/2022 3:31,"['human-pose-estimation', 'cvpr2022', 'multiperson']",27,2,3,1,1,Python,3042,1,0,1,1,25,0,0,0,,,,,,,,,,,
postech-ami/CLIP-Actor,https://github.com/postech-ami/CLIP-Actor,FALSE,7/7/2022 9:44,"['3d', 'computer-graphics', 'computer-vision', 'differentiable-rendering', 'geometry-processing', 'human-motion', 'mesh-generation', 'meshes', 'neural-fields', 'neural-style', 'pytorch', 'text-driven-editing', 'eccv2022']",54,6,4,0,1,Python,41,2,0,1,0,12,0,0,0,,,,,,,,,,,
elicassion/StARformer,https://github.com/elicassion/StARformer,FALSE,10/12/2021 2:27,"['transformer', 'reinforcement-learning', 'transformer-reinforcement-learning']",8,2,0,0,1,Python,1180,0,0,1,0,26,0,0,0,,,,,,,,,,,
paul-hyun/transformer-evolution,https://github.com/paul-hyun/transformer-evolution,FALSE,11/19/2019 6:17,[],104,5,53,0,1,Jupyter Notebook,6346,1,0,1,0,94,0,0,0,,,,,,,,,,,
recusant7/DCRNet,https://github.com/recusant7/DCRNet,FALSE,6/4/2021 5:12,[],8,2,2,0,1,,15,0,0,2,0,1,0,0,0,,,,,,,,,,,
anyscale/architectures,https://github.com/anyscale/architectures,FALSE,10/22/2021 17:22,[],6,1,1,0,0,Jupyter Notebook,476,1,1,10,0,19,0,0,0,,,,,,,,,,,
z430/yolov5-mask-detection,https://github.com/z430/yolov5-mask-detection,FALSE,12/4/2020 21:19,[],5,2,0,1,1,Jupyter Notebook,1357,0,0,1,1,18,0,0,0,,,,,,,,,,,
nv-tlabs/ATISS,https://github.com/nv-tlabs/ATISS,FALSE,7/20/2021 0:37,[],124,12,25,0,2,Python,277678,5,0,2,0,13,0,0,9,,,,,,,,,,,
775269512/SIGSPATIAL-2021-GISCUP-4th-Solution,https://github.com/775269512/SIGSPATIAL-2021-GISCUP-4th-Solution,FALSE,8/17/2021 6:53,[],8,1,6,0,1,Python,920604,1,0,1,0,8,0,0,0,,,,,,,,,,,
ybai-nlp/CLS_CR,https://github.com/ybai-nlp/CLS_CR,FALSE,8/14/2021 7:00,[],5,2,0,0,1,Python,8347,1,0,1,0,15,0,0,0,,,,,,,,,,,
Ayushk4/extract_covid_entity,https://github.com/Ayushk4/extract_covid_entity,FALSE,9/17/2020 9:48,"['slot-filling', 'extract-covid-events', 'sentence-classification', 'twitter', 'paper']",5,2,2,1,2,Python,163,0,0,1,1,13,0,0,0,,,,,,,,,,,
dreamsavior/yojet-server,https://github.com/dreamsavior/yojet-server,FALSE,7/29/2022 23:03,[],9,1,0,4,2,Python,116948,0,0,1,4,14,0,0,0,,,,,,,,,,,
tom-forbes/Deep-Learning-with-CryptoPunks,https://github.com/tom-forbes/Deep-Learning-with-CryptoPunks,FALSE,9/16/2021 19:57,[],6,1,2,0,1,Python,17,2,0,1,0,7,0,0,0,,,,,,,,,,,
CrimyTheBold/tripletloss,https://github.com/CrimyTheBold/tripletloss,FALSE,9/15/2019 18:59,[],73,5,32,0,2,Jupyter Notebook,18169,1,0,1,0,17,0,0,0,,,,,,,,,,,
tanishqgautam/SETI-Breakthrough-Listen,https://github.com/tanishqgautam/SETI-Breakthrough-Listen,FALSE,6/22/2021 11:46,"['image-classification', 'deep-learning', 'image-manipulation', 'transformers', 'huggingface', 'pytorch', 'weights-and-biases']",6,1,1,0,1,Python,597,0,0,1,0,3,0,0,0,,,,,,,,,,,
rllab-snu/Trust-Region-CVaR,https://github.com/rllab-snu/Trust-Region-CVaR,FALSE,3/11/2022 5:40,[],5,3,1,0,1,Python,1746,0,0,1,0,4,0,0,0,,,,,,,,,,,
GorkemP/labeled-images-for-ulcerative-colitis,https://github.com/GorkemP/labeled-images-for-ulcerative-colitis,FALSE,1/10/2022 13:12,"['classification', 'deep-learning', 'convolutional-neural-networks', 'ulcerative-colitis', 'computer-aided-diagnosis', 'endoscopic-images']",4,1,0,0,1,Python,71046,0,0,1,0,61,0,0,0,,,,,,,,,,,
zzpDapeng/Transformer-Transducer,https://github.com/zzpDapeng/Transformer-Transducer,FALSE,7/13/2020 8:24,[],7,2,4,0,1,Python,7026,1,0,1,0,34,0,0,0,,,,,,,,,,,
reddy-lab-code-research/StructCoder,https://github.com/reddy-lab-code-research/StructCoder,FALSE,6/9/2022 15:50,[],17,2,2,0,1,Python,8188,0,0,1,0,10,0,0,0,,,,,,,,,,,
rnzhiw/HuaweiCupMathModel,https://github.com/rnzhiw/HuaweiCupMathModel,FALSE,10/23/2021 12:39,27,1,5,0,1,Jupyter Notebook,2140,2,1,2,0,11,0,0,0,,,,,,,,,,,,
renyuehe/bilibili-yolov5_deepsort,https://github.com/renyuehe/bilibili-yolov5_deepsort,FALSE,5/4/2022 4:35,[],17,2,1,0,1,Python,142875,1,0,1,0,9,0,0,0,,,,,,,,,,,
INDElab/rgvae,https://github.com/INDElab/rgvae,FALSE,7/30/2020 11:56,[],6,5,3,0,2,Python,8426,0,0,2,0,210,0,0,0,,,,,,,,,,,
durden62/Transmission-Line-fault-detection,https://github.com/durden62/Transmission-Line-fault-detection,FALSE,8/26/2020 11:32,[],7,1,1,0,1,Jupyter Notebook,284214,1,0,1,0,29,0,0,0,,,,,,,,,,,
kouroshHakha/fist,https://github.com/kouroshHakha/fist,FALSE,7/14/2021 19:22,[],7,1,2,0,2,Python,52880,0,0,2,0,20,0,0,0,,,,,,,,,,,
vwxyzjn/envpool-cleanrl,https://github.com/vwxyzjn/envpool-cleanrl,FALSE,6/2/2022 2:55,[],5,1,0,0,1,Python,1791,0,0,2,0,6,0,0,0,,,,,,,,,,,
maria-korosteleva/Garment-Pattern-Estimation,https://github.com/maria-korosteleva/Garment-Pattern-Estimation,FALSE,4/6/2022 0:11,"['3d-reconstruction', 'deep-learning', 'garments']",48,3,4,0,2,Python,64820,1,0,1,0,1369,0,0,0,,,,,,,,,,,
MadryLab/data-transfer,https://github.com/MadryLab/data-transfer,FALSE,7/12/2022 16:03,[],16,4,0,0,1,Python,72,0,0,1,0,6,0,0,0,,,,,,,,,,,
HumanCompatibleAI/imitation,https://github.com/HumanCompatibleAI/imitation,FALSE,12/8/2018 5:15,"['reward-learning', 'inverse-reinforcement-learning', 'imitation-learning']",577,13,120,5,21,Python,27989,37,10,28,5,585,1,0,0,,,,,,,,,,,
geneDRAGNN/geneDRAGNN,https://github.com/geneDRAGNN/geneDRAGNN,FALSE,1/31/2022 15:19,[],5,0,1,0,5,Jupyter Notebook,58135,1,0,1,0,134,0,0,0,,,,,,,,,,,
ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,https://github.com/ZFTurbo/2nd-place-solution-for-VinBigData-Chest-X-ray-Abnormalities-Detection,FALSE,4/9/2021 16:38,[],33,2,9,1,2,Python,3571,3,0,2,1,35,0,0,0,,,,,,,,,,,
SatelliteVu/SatelliteVu-AWS-Disaster-Response-Hackathon,https://github.com/SatelliteVu/SatelliteVu-AWS-Disaster-Response-Hackathon,FALSE,1/31/2022 16:29,"['machine-learning', 'fire-prediction', 'deep-learning', 'unet', 'amazon-sagemaker-lab']",30,3,6,1,1,Jupyter Notebook,41704,0,0,2,1,5,0,0,0,,,,,,,,,,,
slavakx/medium_posts,https://github.com/slavakx/medium_posts,FALSE,4/25/2022 16:53,[],8,2,13,0,1,Jupyter Notebook,6162,0,0,1,0,8,0,0,0,,,,,,,,,,,
jamjamjon/YOLOXY,https://github.com/jamjamjon/YOLOXY,FALSE,7/11/2022 9:27,[],7,2,2,5,1,Python,297126,0,0,4,7,178,0,0,0,,,,,,,,,,,
alefiury/multilingual_kws_pytorch,https://github.com/alefiury/multilingual_kws_pytorch,FALSE,5/18/2022 18:47,"['audio-processing', 'keyword-spotting', 'multilingual', 'pytorch', 'speech']",8,5,1,0,1,Python,14,0,0,1,0,4,0,0,0,,,,,,,,,,,
zhaozj89/Educational-Question-Generation,https://github.com/zhaozj89/Educational-Question-Generation,FALSE,3/14/2022 9:08,[],8,1,2,0,1,Python,2489,0,0,1,0,13,0,0,0,,,,,,,,,,,
integritynoble/ELP-Unfolding,https://github.com/integritynoble/ELP-Unfolding,FALSE,11/16/2021 23:40,[],5,1,0,0,1,Python,199859,0,0,1,0,18,0,0,0,,,,,,,,,,,
SymposiumOrganization/NeuralSymbolicRegressionThatScales,https://github.com/SymposiumOrganization/NeuralSymbolicRegressionThatScales,FALSE,2/21/2021 18:43,[],34,2,6,0,2,Python,282,1,0,2,0,160,0,0,0,,,,,,,,,,,
sahil301290/Deep-Learning,https://github.com/sahil301290/Deep-Learning,FALSE,9/25/2020 11:15,[],5,1,5,0,1,Jupyter Notebook,1707,0,0,1,0,21,0,0,0,,,,,,,,,,,
skynbe/pseudo-attributes,https://github.com/skynbe/pseudo-attributes,FALSE,3/23/2022 4:50,[],7,1,1,0,1,Python,18,0,0,1,0,2,0,0,0,,,,,,,,,,,
dhlab-epfl/dhSegment-torch,https://github.com/dhlab-epfl/dhSegment-torch,FALSE,12/10/2019 9:27,[],26,7,7,1,8,Python,17792,5,2,4,1,572,0,0,0,,,,,,,,,,,
BenyaminZojaji/Deep_Learning,https://github.com/BenyaminZojaji/Deep_Learning,FALSE,3/1/2022 14:59,"['deep-learning', 'cnn', 'mlp', 'keras-tensorflow', 'convolutional-neural-network', 'multi-layer-perceptrons']",12,1,0,0,1,Jupyter Notebook,27828,0,0,1,0,147,0,0,0,,,,,,,,,,,
mir-group/nequip,https://github.com/mir-group/nequip,FALSE,3/15/2021 23:44,"['machine-learning', 'atomistic-simulations', 'molecular-dynamics', 'computational-chemistry', 'deep-learning', 'interatomic-potentials', 'force-fields', 'pytorch', 'drug-discovery', 'materials-science']",270,14,55,13,6,Python,2891,14,6,16,15,1611,0,0,0,,,,,,,,,,,
huggingface/community-events,https://github.com/huggingface/community-events,FALSE,3/23/2022 1:03,[],75,30,19,0,9,Jupyter Notebook,15797,4,2,7,0,292,0,0,0,,,,,,,,,,,
felixkreuk/HideAndSpeak,https://github.com/felixkreuk/HideAndSpeak,FALSE,8/6/2020 8:52,[],19,1,4,0,1,Python,27,1,0,1,0,6,0,0,0,,,,,,,,,,,
Sentdex/SC2RL,https://github.com/Sentdex/SC2RL,FALSE,4/21/2022 15:36,[],111,6,29,0,1,Python,10,1,0,1,0,5,0,0,0,,,,,,,,,,,
jfzhuang/IFR,https://github.com/jfzhuang/IFR,FALSE,11/22/2021 7:53,"['cvpr2022', 'semantic-segmentation', 'semi-supervised-learning', 'semi-supervised-segmentation']",14,1,2,0,1,Python,20650,1,1,1,0,16,0,0,0,,,,,,,,,,,
IST-DASLab/ACDC,https://github.com/IST-DASLab/ACDC,FALSE,10/26/2021 13:24,[],10,5,1,0,2,Python,105,0,0,1,0,9,0,0,0,,,,,,,,,,,
jinkyu032/FedMLB,https://github.com/jinkyu032/FedMLB,FALSE,6/16/2022 7:00,[],11,1,2,0,2,Python,4414,1,0,1,0,12,0,0,0,,,,,,,,,,,
didriknielsen/argmax_flows,https://github.com/didriknielsen/argmax_flows,FALSE,6/1/2021 12:06,[],48,1,5,0,1,Python,642,1,0,1,0,2,0,0,0,,,,,,,,,,,
bit-ml/date,https://github.com/bit-ml/date,FALSE,4/9/2021 9:01,[],27,10,3,0,2,Python,32400,1,1,1,0,9,0,0,0,,,,,,,,,,,
s-nlp/certain-transformer,https://github.com/s-nlp/certain-transformer,FALSE,1/14/2021 8:28,[],15,3,1,0,2,Python,22,1,0,1,0,4,0,0,0,,,,,,,,,,,
XinRanZh/ProjectAim-ApexLegends,https://github.com/XinRanZh/ProjectAim-ApexLegends,FALSE,6/5/2021 1:19,[],64,3,29,0,1,Python,37053,5,0,1,0,4,0,0,0,,,,,,,,,,,
achaman2/truly_shift_invariant_cnns,https://github.com/achaman2/truly_shift_invariant_cnns,FALSE,11/30/2020 13:31,[],43,2,4,0,1,Python,411,1,0,1,0,54,0,0,0,,,,,,,,,,,
louiskirsch/vsml-neurips2021,https://github.com/louiskirsch/vsml-neurips2021,FALSE,1/9/2022 19:42,[],15,1,2,0,1,Python,29,0,0,1,0,1,0,0,0,,,,,,,,,,,
Farama-Foundation/MicroRTS-Py,https://github.com/Farama-Foundation/MicroRTS-Py,FALSE,4/3/2019 21:26,[],114,6,20,16,7,Python,46329,14,7,33,16,553,0,0,0,,,,,,,,,,,
AliYqb/AliYqb-PyLearn-SajjadAemmi,https://github.com/AliYqb/AliYqb-PyLearn-SajjadAemmi,FALSE,7/31/2021 19:50,[],16,1,0,0,1,Jupyter Notebook,147377,0,0,1,0,247,0,0,0,,,,,,,,,,,
HayeonLee/HELP,https://github.com/HayeonLee/HELP,FALSE,10/20/2021 4:26,"['hardware-aware', 'neural-architecture-search', 'efficient-deep-learning', 'meta-learning', 'deep-learning', 'machine-learning']",41,4,7,0,2,Python,9024,1,0,1,0,3,0,0,0,,,,,,,,,,,
kouroshHakha/circuit-fewshot-code,https://github.com/kouroshHakha/circuit-fewshot-code,FALSE,1/26/2022 20:03,[],5,1,0,0,1,Python,197,1,0,2,0,16,0,0,0,,,,,,,,,,,
iceychris/LibreASR,https://github.com/iceychris/LibreASR,FALSE,11/4/2020 18:10,"['asr', 'speech-recognition', 'pytorch', 'fastai', 'rnn-transducer', 'deep-learning', 'esp32-lyrat', 'python']",683,23,30,1,1,Python,6449,6,0,4,3,45,0,0,0,,,,,,,,,,,
Ciaranshu/relogic,https://github.com/Ciaranshu/relogic,FALSE,6/1/2021 11:47,[],14,3,4,0,1,Python,105673,2,0,1,0,10,0,0,0,,,,,,,,,,,
WING-NUS/SciAssist,https://github.com/WING-NUS/SciAssist,FALSE,8/1/2022 7:52,[],10,2,0,0,2,Python,4298,5,0,4,0,9,0,0,0,,,,,,,,,,,
HLTCHKUST/framing-bias-metric,https://github.com/HLTCHKUST/framing-bias-metric,FALSE,4/13/2022 9:51,[],5,5,0,0,1,Python,44911,2,0,1,0,23,0,0,0,,,,,,,,,,,
xingchenzhao/Generating-Human-Skeletons-with-Mutual-Actions-WGAN-Pytorch,https://github.com/xingchenzhao/Generating-Human-Skeletons-with-Mutual-Actions-WGAN-Pytorch,FALSE,3/23/2020 2:06,[],9,1,3,0,2,Jupyter Notebook,57065,0,0,1,0,51,0,0,0,,,,,,,,,,,
mims-harvard/Raindrop,https://github.com/mims-harvard/Raindrop,FALSE,7/9/2021 22:17,"['time-series', 'representation-learning', 'deep-learning', 'graph-neural-networks', 'embeddings', 'irregular-time-series', 'machine-learning']",60,3,16,0,2,Python,26291,2,0,1,0,119,0,0,0,,,,,,,,,,,
rohitkuk/AnimeGAN,https://github.com/rohitkuk/AnimeGAN,FALSE,6/1/2021 12:04,"['gan', 'gans', 'dcgan', 'dcgan-pytorch', 'pytorch', 'python']",23,1,4,1,1,Python,93640,0,0,1,1,30,0,0,0,,,,,,,,,,,
awesomericky/Multiple-gait-controller-for-quadruped-robot,https://github.com/awesomericky/multiple-gait-controller-for-quadruped-robot,FALSE,5/11/2021 7:25,[],15,1,6,0,1,Python,33206,0,0,6,0,47,0,0,0,,,,,,,,,,,
carlosh93/privacy-optics-hpe,https://github.com/carlosh93/privacy-optics-hpe,FALSE,8/13/2021 0:03,[],19,4,3,0,1,Python,222,2,0,1,0,11,0,0,0,,,,,,,,,,,
CycleAI/CycleAI,https://github.com/CycleAI/CycleAI,FALSE,2/23/2021 2:29,"['ai', 'cycling', 'collaborative', 'safety']",7,2,1,0,1,Python,19047,0,0,1,0,27,0,0,0,,,,,,,,,,,
ikuokuo/start-deep-learning,https://github.com/ikuokuo/start-deep-learning,FALSE,8/9/2020 12:21,[],10,1,3,0,1,Python,9264,0,0,1,0,17,0,0,0,,,,,,,,,,,
macabdul9/unsupervised-domain-adaptation,https://github.com/macabdul9/unsupervised-domain-adaptation,FALSE,10/11/2020 14:28,[],6,3,0,0,2,Jupyter Notebook,34640,0,0,1,0,32,0,0,0,,,,,,,,,,,
dedeswim/vits-robustness-torch,https://github.com/dedeswim/vits-robustness-torch,FALSE,11/8/2021 8:21,"['adversarial-machine-learning', 'adversarial-training', 'machine-learning', 'paper', 'vision-transformers']",23,1,0,1,2,Jupyter Notebook,365170,0,0,1,1,359,0,0,0,,,,,,,,,,,
SJTU-lqiu/QA4IE,https://github.com/SJTU-lqiu/QA4IE,FALSE,4/11/2018 14:14,"['implementation-of-algorithms', 'information-extraction', 'question-answering', 'qa4ie']",25,4,4,0,1,Python,84,0,0,2,0,7,0,0,0,,,,,,,,,,,
tulasiram58827/Information-Extraction-From-Documents,https://github.com/tulasiram58827/Information-Extraction-From-Documents,FALSE,1/5/2021 6:41,[],16,2,4,0,2,Jupyter Notebook,660,1,0,1,0,30,0,0,0,,,,,,,,,,,
achao2013/deep3dmap,https://github.com/achao2013/deep3dmap,FALSE,10/7/2021 3:45,[],35,2,1,0,1,Python,3717,2,0,1,1,64,0,0,0,,,,,,,,,,,
nataliemaus/lolbo,https://github.com/nataliemaus/lolbo,FALSE,1/29/2022 3:35,[],7,3,0,0,1,Python,46693,0,0,1,0,15,0,0,0,,,,,,,,,,,
transcendentsky/tutils,https://github.com/transcendentsky/tutils,FALSE,3/4/2021 3:04,[],5,1,0,0,1,Python,6602,0,0,1,0,68,0,0,0,,,,,,,,,,,
megvii-research/TLC,https://github.com/megvii-research/TLC,FALSE,12/8/2021 3:27,"['deep-learning', 'neural-network']",109,9,4,0,2,Python,4387,12,0,1,0,19,0,0,0,,,,,,,,,,,
NVIDIA-Merlin/models,https://github.com/NVIDIA-Merlin/models,FALSE,5/3/2021 18:15,"['deep-learning', 'machine-learning', 'pytorch', 'recommendation-system', 'recommender-system', 'tensorflow', 'dask', 'gpu', 'rapidsai', 'recsys']",109,20,24,9,18,Python,580618,156,16,171,9,391,11,0,834,,,,,,,,,,,
JewelryForge/QuadrupedRL,https://github.com/JewelryForge/QuadrupedRL,FALSE,11/10/2021 11:22,"['locomotion', 'quadruped', 'reinforcement-learning']",9,1,1,0,2,Python,22433,0,0,2,1,5,0,0,0,,,,,,,,,,,
xuarehere/yolovx_deepsort_pytorch,https://github.com/xuarehere/yolovx_deepsort_pytorch,FALSE,7/13/2022 10:47,"['cnn-model', 'pytorch', 'sort', 'yolo', 'yolov3', 'yolov4', 'yolov4-deepsort', 'yolov5', 'yolov5-deepsort', 'yolov5-deepsort-pytorch', 'yolov6', 'yolov7', 'yolov6-deepsort', 'yolov7-deepsort', 'deepsort', 'deep-sort', 'deep-sort-tracking', 'mot-tracking', 'object-tracking', 'mot']",19,2,8,0,1,Python,30619,1,0,1,4,19,0,0,0,,,,,,,,,,,
sdw8855/YOLOV5_safetyHat,https://github.com/sdw8855/YOLOV5_safetyHat,FALSE,2/23/2021 3:51,[],10,0,0,0,1,,4007,0,0,1,2,6,0,0,0,,,,,,,,,,,
stanfordmlgroup/CheXseg,https://github.com/stanfordmlgroup/CheXseg,FALSE,4/27/2021 18:14,[],8,6,3,0,1,Python,656,1,0,1,0,2,0,0,0,,,,,,,,,,,
hanchenchen/CCKS2022-track2-solution,https://github.com/hanchenchen/CCKS2022-track2-solution,FALSE,8/6/2022 10:44,[],5,1,2,2,2,Python,74,0,0,2,2,15,0,0,0,,,,,,,,,,,
LukasMosser/neural_rock_typing,https://github.com/LukasMosser/neural_rock_typing,FALSE,11/5/2020 16:52,[],16,2,4,0,2,Jupyter Notebook,70307,8,0,3,0,115,0,0,0,,,,,,,,,,,
openai/openai-python,https://github.com/openai/openai-python,FALSE,10/25/2020 23:23,[],797,39,263,41,26,Python,1372,9,1,3,41,76,0,0,0,,,,,,,,,,,
OpenImaging/miqa,https://github.com/OpenImaging/miqa,FALSE,5/28/2021 15:07,"['artificial-intelligence', 'medical-imaging', 'quality-assurance', 'quality-control', 'vtk-applications', 'kitware', 'girder-4', 'hacktoberfest']",23,8,6,21,9,Jupyter Notebook,105524,38,5,2,21,990,4,0,130,,,,,,,,,,,
quantumiracle/Cascading-Decision-Tree,https://github.com/quantumiracle/Cascading-Decision-Tree,FALSE,10/3/2020 4:18,[],22,3,5,0,1,Jupyter Notebook,920,1,0,1,0,10,0,0,0,,,,,,,,,,,
ikostrikov/jaxrl,https://github.com/ikostrikov/jaxrl,FALSE,1/16/2021 1:26,"['deep-learning', 'deep-reinforcement-learning', 'continuous-control', 'reinforcement-learning', 'soft-actor-critic', 'sac', 'deep-deterministic-policy-gradient', 'jax', 'flax', 'gym', 'behavioral-cloning', 'offline-reinforcement-learning', 'batch-reinforcement-learning']",389,9,37,1,3,Jupyter Notebook,4377,3,1,4,1,133,0,0,0,,,,,,,,,,,
shouxieai/learning-cuda-trt,https://github.com/shouxieai/learning-cuda-trt,FALSE,7/24/2022 2:02,[],220,6,52,0,1,C++,358642,2,0,1,0,4,0,0,0,,,,,,,,,,,
choco9966/Semantic-Segmentation-of-Recycled-Items,https://github.com/choco9966/Semantic-Segmentation-of-Recycled-Items,FALSE,5/6/2021 23:43,[],15,1,3,0,1,Jupyter Notebook,302,0,0,1,0,16,0,0,0,,,,,,,,,,,
elsanns/xai-nlp-notebooks,https://github.com/elsanns/xai-nlp-notebooks,FALSE,4/21/2020 13:23,[],15,3,4,0,1,Jupyter Notebook,6688,0,0,1,0,80,0,0,0,,,,,,,,,,,
fengbingchun/PyTorch_Test,https://github.com/fengbingchun/PyTorch_Test,FALSE,1/24/2019 9:24,[],9,1,3,0,2,C++,264586,0,0,1,0,35,0,0,0,,,,,,,,,,,
j-marple-dev/model_compression,https://github.com/j-marple-dev/model_compression,FALSE,8/19/2020 15:58,"['pruning', 'quantization', 'lottey-ticket-hypothesis', 'pytorch']",205,16,24,0,7,Python,32546,4,2,6,3,107,0,0,0,,,,,,,,,,,
AIS-Bonn/temporal_latticenet,https://github.com/AIS-Bonn/temporal_latticenet,FALSE,2/8/2022 8:05,"['semanticsegmentation', 'machinelearning-python', 'pytorch', 'lattice', 'permutohedral-lattice', 'semantickitti-dataset', 'moving-object-detection']",5,8,4,0,2,Python,165471,0,0,2,0,44,0,0,0,,,,,,,,,,,
dddlli/yolov5-flask,https://github.com/dddlli/yolov5-flask,FALSE,4/12/2021 15:41,17,1,12,0,1,Python,66334,0,0,1,0,1,0,0,0,,,,,,,,,,,,
duxiaodan/Fast_text2StyleGAN,https://github.com/duxiaodan/Fast_text2StyleGAN,FALSE,8/3/2022 18:50,"['clip', 'computer-vision', 'image-generation', 'stylegan']",46,5,2,0,1,Python,11631,0,0,1,0,4,0,0,0,,,,,,,,,,,
phamdinhkhanh/general_ocr,https://github.com/phamdinhkhanh/general_ocr,FALSE,10/13/2021 7:23,[],57,1,13,1,2,Python,39148,2,0,1,1,9,0,0,0,,,,,,,,,,,
zetaalphavector/inPars,https://github.com/zetaalphavector/inPars,FALSE,2/2/2022 11:28,[],18,6,3,0,6,Python,221,1,1,2,0,23,0,0,0,,,,,,,,,,,
wandb/nb_helpers,https://github.com/wandb/nb_helpers,FALSE,11/24/2021 9:43,[],6,8,2,32,2,Jupyter Notebook,228,0,0,8,32,159,0,0,0,,,,,,,,,,,
NVlabs/long-video-gan,https://github.com/NVlabs/long-video-gan,FALSE,8/17/2022 13:15,[],107,4,3,0,1,Python,7990,2,0,1,0,2,0,0,0,,,,,,,,,,,
tushar117/Transformer-Models-for-Text-Coherence-Assessment,https://github.com/tushar117/Transformer-Models-for-Text-Coherence-Assessment,FALSE,2/23/2022 13:23,[],10,2,0,0,1,Python,45,1,0,1,0,4,0,0,0,,,,,,,,,,,
flyteorg/flytesnacks,https://github.com/flyteorg/flytesnacks,FALSE,10/17/2019 18:32,"['flyte', 'flytekit-python', 'demo', 'examples', 'flytekit', 'docker', 'hacktoberfest', 'machine-learning', 'python', 'tutorials']",48,231,60,308,44,Jupyter Notebook,41278,73,73,539,406,502,0,0,1,,,,,,,,,,,
louisoutin/yolov5_torchserve,https://github.com/louisoutin/yolov5_torchserve,FALSE,12/13/2020 21:19,"['pytorch', 'docker', 'object-detection', 'service', 'batch-inference', 'torchserve', 'deep-learning']",80,5,16,0,1,Python,453,7,0,1,0,14,0,0,0,,,,,,,,,,,
tensorturtle/classy-sort-yolov5,https://github.com/tensorturtle/classy-sort-yolov5,FALSE,12/31/2020 6:24,"['multi-object-tracking', 'yolov5', 'tracker', 'mot', 'yolo']",84,3,23,0,1,Python,207928,4,1,1,0,80,0,0,0,,,,,,,,,,,
PKU-MARL/Multi-Agent-Transformer,https://github.com/PKU-MARL/Multi-Agent-Transformer,FALSE,7/5/2022 9:46,[],52,4,11,0,3,Python,56357,1,0,1,0,14,0,0,0,,,,,,,,,,,
princeton-nlp/WebShop,https://github.com/princeton-nlp/WebShop,FALSE,7/17/2022 0:53,"['decision-making', 'language', 'language-grounding', 'ml', 'nlp', 'rl', 'rl-environment', 'shopping', 'sim-to-real', 'web-based']",27,4,5,0,3,Python,37100,4,1,3,0,13,0,0,7,,,,,,,,,,,
zju3dv/OnePose,https://github.com/zju3dv/OnePose,FALSE,5/24/2022 16:23,[],645,61,43,0,1,Python,13171,13,0,1,0,6,0,0,0,,,,,,,,,,,
sangHa0411/kor-pegasus,https://github.com/sangHa0411/kor-pegasus,FALSE,1/3/2022 8:02,[],7,1,0,0,1,Python,75,0,0,2,0,47,0,0,0,,,,,,,,,,,
mikecheninoulu/Unsupervised_IEPGAN,https://github.com/mikecheninoulu/Unsupervised_IEPGAN,FALSE,7/24/2021 12:55,"['pytorch', 'style-transfer', '3d', 'meshes']",25,2,1,0,2,Python,309,3,0,1,0,28,0,0,0,,,,,,,,,,,
