Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,
aws-samples/smallmatter-package,https://github.com/aws-samples/smallmatter-package,FALSE,9/10/2020 3:26,[],5,3,9,0,5,Python,239,4,1,6,1,111,0,0,0,
shashankprasanna/sagemaker-spot-training,https://github.com/shashankprasanna/sagemaker-spot-training,FALSE,4/24/2020 7:04,[],7,2,0,0,1,Python,96,1,1,1,0,5,0,0,0,
aws-samples/amazon-sagemaker-time-series-prediction-using-gluonts,https://github.com/aws-samples/amazon-sagemaker-time-series-prediction-using-gluonts,FALSE,11/25/2019 20:58,[],22,6,13,0,2,Jupyter Notebook,341,1,1,1,0,7,0,0,0,
aws-samples/amazon-sagemaker-mask-r-cnn-pytorch,https://github.com/aws-samples/amazon-sagemaker-mask-r-cnn-pytorch,FALSE,1/31/2020 1:06,[],6,2,8,0,2,Python,539,2,0,1,0,14,0,0,0,
bhaveshbendale/data-science-on-aws,https://github.com/bhaveshbendale/data-science-on-aws,FALSE,6/22/2020 17:27,[],7,1,3,0,2,Jupyter Notebook,291129,3,3,5,0,1079,0,0,0,
deepakvohra-analytics/BigData-Project-Inventory-Management-AWS,https://github.com/deepakvohra-analytics/BigData-Project-Inventory-Management-AWS,FALSE,4/15/2020 14:28,"['aws', 'machinelearning-python', 'bigdata', 'inventory-management', 'predictive-analytics', 'demand-forecasting']",5,1,3,0,2,Jupyter Notebook,35503,0,0,1,0,24,0,0,0,
squaresLab/SOAR,https://github.com/squaresLab/SOAR,FALSE,10/18/2020 22:44,[],7,2,4,0,1,Python,144413,0,0,2,0,8,0,0,0,
raminetinati/Car-Damage-Detector,https://github.com/raminetinati/Car-Damage-Detector,FALSE,1/28/2020 8:11,[],7,3,6,0,1,Jupyter Notebook,19502,0,0,1,0,32,0,0,0,
adelabuhashim/Udacity-Deep-Learning-Nanodegree,https://github.com/adelabuhashim/Udacity-Deep-Learning-Nanodegree,FALSE,4/29/2020 19:32,[],6,1,4,0,1,HTML,3556,1,0,1,0,8,0,0,0,
aws-samples/amazon-sagemaker-workshop-analytics-machine-learning,https://github.com/aws-samples/amazon-sagemaker-workshop-analytics-machine-learning,FALSE,12/15/2021 22:27,[],6,4,4,0,3,Jupyter Notebook,37590,0,0,2,0,47,0,0,0,
aws-samples/personalization-apis,https://github.com/aws-samples/personalization-apis,FALSE,2/5/2022 2:08,"['aws', 'personalize', 'api-gateway', 'cloudfront', 'lambda']",14,3,4,0,2,Python,2232,3,0,1,0,37,0,0,0,
awslabs/aws-customer-churn-pipeline,https://github.com/awslabs/aws-customer-churn-pipeline,FALSE,5/6/2021 0:56,"['machine-learning', 'churn-prediction', 'sagemaker', 'deploy', 'cloudformation', 'stepfunction', 'xgboost', 'solution-architecture', 'pipelines']",28,4,18,5,4,Jupyter Notebook,10543,3,2,4,5,119,0,0,2,
aws-samples/enhanced-pyspark-processor,https://github.com/aws-samples/enhanced-pyspark-processor,FALSE,10/19/2021 21:36,"['sagemaker', 'local-mode', 'sagemaker-processing', 'spark', 'pyspark']",5,18,0,0,1,Python,9,0,0,1,0,4,0,0,0,
PacktPublishing/-Practical-Deep-Learning-on-the-Cloud,https://github.com/PacktPublishing/-Practical-Deep-Learning-on-the-Cloud,FALSE,3/12/2020 9:48,[],34,4,8,0,3,Python,152016,18,18,19,0,23,0,0,0,
Nitinguptadu/Faster-R-CNN-model-deployment-using-flask-on-local-host,https://github.com/Nitinguptadu/Faster-R-CNN-model-deployment-using-flask-on-local-host,FALSE,2/3/2020 13:43,[],5,1,3,0,1,Python,2114,0,0,1,0,14,0,0,0,
BasPH/data-pipelines-with-apache-airflow,https://github.com/BasPH/data-pipelines-with-apache-airflow,FALSE,6/10/2019 12:26,[],404,10,218,0,2,Python,278,29,12,8,1,104,0,0,0,
msubzero2000/jarvis-generative-chatbot,https://github.com/msubzero2000/jarvis-generative-chatbot,FALSE,7/15/2020 6:27,[],13,2,6,0,1,Jupyter Notebook,9400,0,0,1,0,2,0,0,0,
ElizaLo/Data-Science,https://github.com/ElizaLo/Data-Science,FALSE,5/21/2020 16:57,"['awesome', 'awesome-list', 'data-science', 'awesome-data-science', 'awesome-ml', 'machine-learning', 'data-scientist', 'awesome-lists', 'awesome-interview-preparation', 'interview', 'interview-preparation-resources', 'data-analysis', 'data-analytics', 'udemy', 'data-analyst', 'udacity']",45,3,8,0,1,Jupyter Notebook,16189,0,0,1,0,261,0,0,0,
philschmid/amazon-sagemaker-gpt-j-sample,https://github.com/philschmid/amazon-sagemaker-gpt-j-sample,FALSE,12/30/2021 13:24,[],20,1,9,0,3,Jupyter Notebook,18,0,0,1,0,11,0,0,0,
awsm-research/VulRepair,https://github.com/awsm-research/VulRepair,FALSE,7/19/2022 1:29,[],10,2,1,1,1,Python,30151,2,0,1,1,27,0,0,0,
JayThibs/map-floodwater-satellite-imagery,https://github.com/JayThibs/map-floodwater-satellite-imagery,FALSE,8/28/2021 17:01,"['sagemaker', 'aws', 'semantic-segmentation', 'weights-and-biases', 'hyperparameter-tuning', 'streamlit', 'pytorch-lightning']",21,3,4,0,2,Jupyter Notebook,110421,5,0,1,0,293,0,0,0,
aws-samples/amazon-sagemaker-hierarchical-forecasting,https://github.com/aws-samples/amazon-sagemaker-hierarchical-forecasting,FALSE,6/29/2021 23:34,[],6,18,8,0,3,Jupyter Notebook,3716,0,0,1,0,8,0,0,0,
liangyimingcom/Use-SageMaker_XGBoost-convert-Time-Series-into-Supervised-Learning-for-predictive-maintenance,https://github.com/liangyimingcom/Use-SageMaker_XGBoost-convert-Time-Series-into-Supervised-Learning-for-predictive-maintenance,FALSE,4/30/2020 8:24,"['sagemaker-studio', 'series-forecasting']",48,1,14,0,1,Jupyter Notebook,2211,4,0,1,0,27,1,0,0,
irvin-s/docker_repair,https://github.com/irvin-s/docker_repair,FALSE,3/19/2020 15:33,[],15,6,6,0,2,,68663,0,0,1,0,175,0,0,0,
aws-samples/aws-ai-intelligent-document-processing,https://github.com/aws-samples/aws-ai-intelligent-document-processing,FALSE,3/4/2022 18:15,[],13,2,14,2,4,Jupyter Notebook,45012,0,0,2,2,18,0,0,0,
XiangLi1999/Diffusion-LM,https://github.com/XiangLi1999/Diffusion-LM,FALSE,5/25/2022 22:54,[],544,17,59,0,1,Python,47167,28,0,2,0,10,0,0,0,
quiltdata/quilt-sagemaker-demo,https://github.com/quiltdata/quilt-sagemaker-demo,FALSE,1/19/2019 1:00,[],38,8,36,0,1,Jupyter Notebook,2916,3,0,1,0,3,0,0,0,
h2oai/h2o3-sagemaker,https://github.com/h2oai/h2o3-sagemaker,FALSE,3/13/2018 1:56,[],12,9,13,0,6,Python,32074,6,0,3,0,18,0,0,0,
aws-samples/amazon-aurora-labs-for-mysql,https://github.com/aws-samples/amazon-aurora-labs-for-mysql,FALSE,4/16/2019 15:54,[],68,10,35,9,12,Python,163636,12,5,8,9,443,6,0,0,
aws-samples/amazon-sagemaker-feature-store-end-to-end-workshop,https://github.com/aws-samples/amazon-sagemaker-feature-store-end-to-end-workshop,FALSE,7/28/2021 19:58,[],71,23,33,0,13,Jupyter Notebook,23057,5,2,6,0,142,0,0,0,
maru-labo/doodle,https://github.com/maru-labo/doodle,FALSE,4/26/2018 14:44,"['tensorflow', 'python', 'image-recognition', 'doodle', 'quickdraw', 'neural-network', 'deep-learning', 'machine-learning']",24,7,5,2,3,Python,14488,2,0,1,2,188,0,0,0,
RekhuGopal/PythonHacks,https://github.com/RekhuGopal/PythonHacks,FALSE,4/29/2021 5:57,[],52,6,250,0,1,Python,2689,1,0,1,0,98,0,0,0,
aws-samples/python-data-science-template,https://github.com/aws-samples/python-data-science-template,FALSE,8/17/2021 3:57,"['python', 'data-science', 'cookiecutter-template']",18,6,4,6,5,Jupyter Notebook,11757,0,0,1,6,61,0,0,0,
akanimax/BMSG-GAN,https://github.com/akanimax/BMSG-GAN,FALSE,12/26/2018 5:41,"['gan', 'msg-gan', 'image-synthesis', 'deep-learning', 'computer-vision', 'artificial-intelligence']",598,20,102,0,3,Python,160952,26,4,2,0,52,0,0,0,
purvasingh96/Deep-learning-with-neural-networks,https://github.com/purvasingh96/Deep-learning-with-neural-networks,FALSE,3/31/2019 7:38,"['deep-learning', 'summarized-notes', 'pytorch', 'convolutional-neural-networks', 'reccurent-neural-network', 'style-transfer', 'sentiment-analysis', 'udacity', 'word2vec', 'transfer-learning', 'attention-model', 'generative-adversarial-network', 'cycle-gan', 'amazon-sagemaker', 'deploy-machine-learning', 'natural-language-processing', 'natural-language-generation', 'text-classification', 'sentiment-classification', 'bert-model']",15,1,2,0,1,Jupyter Notebook,189040,1,1,3,0,1107,0,0,988,
apac-ml-tfc/textract-demo,https://github.com/apac-ml-tfc/textract-demo,FALSE,6/4/2020 12:31,"['amazon-textract', 'ocr', 'amazon-a2i']",13,6,46,0,7,Python,20795,4,1,2,0,176,0,0,0,
giuseppeporcelli/end-to-end-ml-sm,https://github.com/giuseppeporcelli/end-to-end-ml-sm,FALSE,3/24/2020 15:44,"['machine-learning', 'amazon-sagemaker', 'feature-engineering', 'sagemaker-processing', 'sagemaker-deployment', 'sagemaker-example']",26,2,12,0,2,Jupyter Notebook,12625,0,0,1,0,46,0,0,0,
aws-samples/amazon-sagemaker-huggingface-benchmark,https://github.com/aws-samples/amazon-sagemaker-huggingface-benchmark,FALSE,8/19/2021 17:10,[],5,7,4,0,1,Jupyter Notebook,8292,1,1,2,0,15,0,0,0,
Nishil07/Deep-Learning---Udacity,https://github.com/Nishil07/Deep-Learning---Udacity,FALSE,6/26/2020 13:21,"['python3', 'pytorch-implementation', 'data-science', 'deep-learning', 'udacity-nanodegree', 'deployment', 'cnn', 'computer-vision', 'rnn-pytorch', 'lstm-neural-networks', 'neural-network', 'gans']",16,1,1,0,1,Jupyter Notebook,89840,1,1,2,0,2,0,0,0,
awslabs/amazon-sagemaker-workshop,https://github.com/awslabs/amazon-sagemaker-workshop,FALSE,1/30/2018 18:34,[],374,26,217,0,4,Jupyter Notebook,13519,0,0,1,0,208,0,0,0,
fla-sil/PyTorrent,https://github.com/fla-sil/PyTorrent,FALSE,1/10/2021 20:30,[],27,2,20,0,4,,844788,0,0,1,0,54,0,0,0,
developers-cosmos/Explore-AWS-Quicksight,https://github.com/developers-cosmos/Explore-AWS-Quicksight,FALSE,6/13/2020 17:48,"['aws', 'quicksight', 'sagemaker-deployment', 'machine-learning']",5,1,1,0,2,Jupyter Notebook,886,0,0,1,0,9,0,0,0,
qcwthu/Lifelong-Fewshot-Language-Learning,https://github.com/qcwthu/Lifelong-Fewshot-Language-Learning,FALSE,2/10/2022 1:52,"['pytorch', 'lifelong-learning']",38,3,5,0,1,Python,27069,1,0,2,0,33,0,0,0,
nwcd-samples/sagemaker-workshop,https://github.com/nwcd-samples/sagemaker-workshop,FALSE,9/8/2020 7:59,[],27,5,2,0,3,Python,14647,0,0,1,0,47,0,0,0,
outerbounds/full-stack-ML-metaflow-tutorial,https://github.com/outerbounds/full-stack-ML-metaflow-tutorial,FALSE,3/16/2022 1:01,[],14,3,19,0,4,HTML,7350,4,3,9,0,51,0,0,0,
jxhe/unify-parameter-efficient-tuning,https://github.com/jxhe/unify-parameter-efficient-tuning,FALSE,6/24/2021 8:43,[],194,7,25,0,417,Python,62474,4,0,239,67,7662,0,0,0,
garretthoffman/ODSC_East_2019_Deploy_DS_Apps,https://github.com/garretthoffman/ODSC_East_2019_Deploy_DS_Apps,FALSE,4/11/2019 20:09,[],16,1,5,0,1,Python,111573,0,0,1,0,27,0,0,0,
awslabs/aws-fleet-predictive-maintenance,https://github.com/awslabs/aws-fleet-predictive-maintenance,FALSE,7/7/2020 19:21,"['predictive', 'maintenance', 'vehicles', 'fleets', 'predictive-maintenance', 'deep-learning', 'sagemaker', 'sagemaker-example', 'aws-sagemaker', 'automobile']",45,10,23,0,6,Jupyter Notebook,919,0,0,3,0,25,0,0,0,
rapidsai/cloud-ml-examples,https://github.com/rapidsai/cloud-ml-examples,FALSE,3/13/2020 21:07,[],115,9,66,0,21,Jupyter Notebook,12206,21,3,2,0,533,1,0,0,
awslabs/benchmark-ai,https://github.com/awslabs/benchmark-ai,FALSE,6/29/2018 20:39,[],10,8,5,1,14,Python,6148,130,3,62,15,1359,15,0,32,
aws-samples/bokete-denshosen,https://github.com/aws-samples/bokete-denshosen,FALSE,3/25/2022 16:09,['bokete'],38,8,22,0,2,Jupyter Notebook,253,2,0,1,0,16,0,0,0,
Beomi/exbert-transformers,https://github.com/Beomi/exbert-transformers,FALSE,6/10/2021 4:51,"['exbert', 'transformers']",9,1,2,0,418,Python,53149,1,0,1,0,7318,0,0,0,
aws-samples/sagemaker-rl-procgen-ray,https://github.com/aws-samples/sagemaker-rl-procgen-ray,FALSE,8/31/2020 19:50,[],15,4,6,0,5,Python,1154,1,0,3,0,54,0,0,0,
aws-samples/serverless-ai-workshop,https://github.com/aws-samples/serverless-ai-workshop,FALSE,11/5/2018 21:03,[],53,13,22,0,3,Jupyter Notebook,3859,3,1,1,0,48,0,0,0,
haocai1992/GPT2-News-Classifier,https://github.com/haocai1992/GPT2-News-Classifier,FALSE,1/24/2022 17:51,[],10,1,5,0,1,Jupyter Notebook,8906,0,0,1,0,16,0,0,0,
gcr-solutions/recommender-system-dev-workshop-code,https://github.com/gcr-solutions/recommender-system-dev-workshop-code,FALSE,6/15/2021 6:05,[],9,3,35,0,4,Jupyter Notebook,86958,0,0,8,11,846,0,0,0,
ps-interactive/labs-shared-terraform,https://github.com/ps-interactive/labs-shared-terraform,FALSE,5/19/2020 17:31,[],5,17,3,0,10,HCL,19318,0,0,2,0,213,0,0,0,
awslabs/aws-athena-query-federation,https://github.com/awslabs/aws-athena-query-federation,FALSE,10/15/2019 20:51,[],454,33,220,34,56,Java,17826,130,9,35,38,447,16,0,93,
neo4j-documentation/developer-guides,https://github.com/neo4j-documentation/developer-guides,FALSE,7/1/2020 13:11,['hacktoberfest'],17,7,93,0,57,Python,74768,17,8,2,0,778,0,0,0,
aws-samples/deep-learning-models,https://github.com/aws-samples/deep-learning-models,FALSE,7/19/2018 19:07,"['deep-learning', 'aws']",133,14,78,2,11,Python,4874,7,0,5,3,68,0,0,0,
aws-samples/aws-neptune-sagemaker-knowledge-graph-bert,https://github.com/aws-samples/aws-neptune-sagemaker-knowledge-graph-bert,FALSE,11/27/2020 13:23,[],17,3,8,0,6,Python,43,0,0,2,0,16,0,0,0,
aws-samples/headpose-estimator-apache-mxnet,https://github.com/aws-samples/headpose-estimator-apache-mxnet,FALSE,2/6/2018 19:36,[],16,3,15,0,1,Jupyter Notebook,2402,0,0,1,0,60,0,0,0,
thanhhau097/brats-dmf-bifpn,https://github.com/thanhhau097/brats-dmf-bifpn,FALSE,7/11/2020 4:51,[],5,0,1,0,1,Python,5532,0,0,1,0,1,0,0,0,
aws-samples/amazon-sagemaker-examples-jp,https://github.com/aws-samples/amazon-sagemaker-examples-jp,FALSE,3/11/2019 17:10,[],101,19,48,1,15,Jupyter Notebook,150875,4,2,2,1,326,1,0,57,
deepanshu-yadav/NSFW-Classifier,https://github.com/deepanshu-yadav/NSFW-Classifier,FALSE,9/12/2019 13:22,"['nsfw-recognition', 'nsfw', 'nsfw-data', 'sagemaker', 'amazon-image-classifier', 'aws-image-classification', 'mxnet-imageclassification', 'im2rec', 'recordio', 'udacity-nanodegree', 'udacity-machine-learning-nanodegree', 'udacity', 'porn-filter', 'nudity-detection']",17,3,4,0,1,Jupyter Notebook,4581,0,0,1,0,24,0,0,0,
TigerGraph-DevLabs/mlworkbench-docs,https://github.com/TigerGraph-DevLabs/mlworkbench-docs,FALSE,2/23/2022 23:05,[],7,3,1,0,5,Jupyter Notebook,5831,1,1,11,0,110,0,0,0,
aws/sagemaker-huggingface-inference-toolkit,https://github.com/aws/sagemaker-huggingface-inference-toolkit,FALSE,6/4/2021 16:52,[],73,11,24,5,9,Python,2930,15,0,2,5,86,0,0,0,
K9Ns/data-pipelines-with-apache-airflow,https://github.com/K9Ns/data-pipelines-with-apache-airflow,FALSE,1/6/2022 6:06,[],31,2,25,0,1,Python,942,0,0,1,0,17,0,0,0,
aws-samples/aws-cdk-sagemaker-studio,https://github.com/aws-samples/aws-cdk-sagemaker-studio,FALSE,6/4/2021 12:48,[],12,1,11,0,3,Python,51,0,0,1,0,8,0,0,0,
aws-samples/sagemaker-horovod-distributed-training,https://github.com/aws-samples/sagemaker-horovod-distributed-training,FALSE,11/25/2018 6:29,[],34,23,17,0,4,Jupyter Notebook,6444,0,0,2,0,47,0,0,0,
catwhiskers/darknet-on-sagemaker,https://github.com/catwhiskers/darknet-on-sagemaker,FALSE,11/2/2020 1:11,"['aws-sagemaker', 'transfer-learning', 'darknet', 'notebook']",8,1,2,0,1,Jupyter Notebook,3047,3,0,1,0,23,0,0,0,
gabehollombe-aws/jupyter-notebooks,https://github.com/gabehollombe-aws/jupyter-notebooks,FALSE,9/26/2018 2:32,[],50,7,46,0,2,Jupyter Notebook,38,0,0,1,0,11,0,0,0,
PradeepNalluri/Prefix-Tuning-Bert,https://github.com/PradeepNalluri/Prefix-Tuning-Bert,FALSE,11/3/2021 22:19,[],9,2,1,0,3,Python,13316,0,0,2,0,34,0,0,0,
aws-samples/train-and-deploy-ocr-model-on-amazon-sagemaker,https://github.com/aws-samples/train-and-deploy-ocr-model-on-amazon-sagemaker,FALSE,4/15/2022 5:24,[],5,2,4,0,4,Python,9206,1,1,3,0,20,0,0,0,
calvinfeng/machine-learning-notebook,https://github.com/calvinfeng/machine-learning-notebook,FALSE,4/1/2018 23:22,[],19,4,7,0,1,Jupyter Notebook,48332,10,10,12,0,187,0,0,0,
PaulGwamanda/Pix2code-Screenshot-to-code-dataset-builder,https://github.com/PaulGwamanda/Pix2code-Screenshot-to-code-dataset-builder,FALSE,1/5/2021 16:42,[],14,1,10,0,1,Python,69436,1,0,1,0,45,0,0,0,
stereopickle/art_title_generator,https://github.com/stereopickle/art_title_generator,FALSE,9/15/2020 11:57,"['machine-learning', 'natural-language-generation', 'natural-language-processing', 'image-captioning', 'art', 'lstm', 'recurrent-neural-networks']",5,3,0,0,1,Jupyter Notebook,47305,0,0,4,0,119,0,0,0,
aws-samples/end-to-end-object-detection-detectron2-sagemaker,https://github.com/aws-samples/end-to-end-object-detection-detectron2-sagemaker,FALSE,11/17/2020 0:40,[],23,2,9,0,2,Jupyter Notebook,39,2,2,2,0,7,0,0,0,
luongtruong77/practical-data-science,https://github.com/luongtruong77/practical-data-science,FALSE,7/6/2021 6:36,"['machine-learning', 'data-science', 'deep-learning', 'sagemaker', 'autopilot', 'aws-sagemaker', 'natural-language-processing']",10,1,11,0,1,Jupyter Notebook,12136,0,0,1,0,6,0,0,0,
philschmid/transformers-pytorch-text-classification,https://github.com/philschmid/transformers-pytorch-text-classification,FALSE,1/20/2022 10:20,[],12,2,4,0,1,Jupyter Notebook,408,0,0,1,0,7,0,0,0,
NirmalSilwal/UDACITY-Deep-Learning-Nanodegree-PROJECTS,https://github.com/NirmalSilwal/UDACITY-Deep-Learning-Nanodegree-PROJECTS,FALSE,4/4/2020 17:08,"['deep-learning', 'neural-network', 'projects', 'python', 'numpy', 'pandas', 'udacity-nanodegree', 'udacity-deep-learning', 'generate-tv-scripts', 'bike-sharing-patterns', 'dog-breed-classifier', 'udacity', 'ai']",19,1,0,1,1,HTML,104414,0,0,1,1,60,0,0,0,
aws-samples/amazon-sagemaker-fine-tune-and-deploy-wav2vec2-huggingface,https://github.com/aws-samples/amazon-sagemaker-fine-tune-and-deploy-wav2vec2-huggingface,FALSE,1/12/2022 13:51,[],5,7,8,0,1,Jupyter Notebook,657,0,0,1,0,4,0,0,0,
Pravez/KerasSageMaker,https://github.com/Pravez/KerasSageMaker,FALSE,1/8/2019 15:17,"['sagemaker', 'python', 'keras', 'deeplearning', 'medium-article']",7,3,2,0,1,Python,14,0,0,1,0,12,0,0,0,
Derrick-Sherrill/DerrickSherrill.com,https://github.com/Derrick-Sherrill/DerrickSherrill.com,FALSE,4/16/2018 13:38,[],288,56,265,0,3,Jupyter Notebook,444,7,2,3,0,87,1,0,0,
cstub/ml-ids,https://github.com/cstub/ml-ids,FALSE,7/12/2019 6:51,"['intrusion-detection-systems', 'machine-learning']",71,2,37,0,1,Jupyter Notebook,36077,4,0,2,1,16,0,0,14,
giuseppeporcelli/sagemaker-custom-serving-containers,https://github.com/giuseppeporcelli/sagemaker-custom-serving-containers,FALSE,3/31/2020 16:23,[],5,2,5,0,1,Jupyter Notebook,161,0,0,1,0,6,0,0,0,
aws-samples/sagemaker-hosting,https://github.com/aws-samples/sagemaker-hosting,FALSE,7/25/2022 22:55,[],9,4,2,0,5,Jupyter Notebook,10859,0,0,1,0,66,0,0,0,
servian/aws-sagemaker-example,https://github.com/servian/aws-sagemaker-example,FALSE,2/13/2019 2:54,[],9,10,9,0,1,Python,27,0,0,1,0,6,0,0,0,
aws-samples/aws-iot-sitewise-with-amazon-lookout-for-equipment,https://github.com/aws-samples/aws-iot-sitewise-with-amazon-lookout-for-equipment,FALSE,8/16/2021 5:10,[],6,1,4,0,4,Jupyter Notebook,111765,0,0,1,0,83,0,0,0,
polakowo/datadocs,https://github.com/polakowo/datadocs,FALSE,6/19/2019 0:27,"['data-science', 'machine-learning', 'deep-learning', 'documentation', 'best-practices', 'collaboration', 'wiki', 'ebook', 'big-data', 'data-engineering', 'knowledge', 'cloud', 'moocs']",83,1,7,0,2,JavaScript,88282,16,16,20,0,128,0,0,77,
aws-samples/sagemaker-model-monitor-bring-your-own-container,https://github.com/aws-samples/sagemaker-model-monitor-bring-your-own-container,FALSE,4/26/2021 3:53,"['sagemaker-model-monitor', 'model-drift', 'data-drift', 'covariate-shift']",11,11,3,0,3,Jupyter Notebook,983,0,0,1,0,3,0,0,0,
cyrusmvahid/aim-418-labs,https://github.com/cyrusmvahid/aim-418-labs,FALSE,11/13/2018 13:05,[],17,2,14,0,1,Jupyter Notebook,3096,0,0,1,0,36,0,0,0,
aws-samples/aws-panorama-samples,https://github.com/aws-samples/aws-panorama-samples,FALSE,11/11/2020 23:57,"['aws', 'edge', 'computer-vision']",69,14,43,0,13,Python,365369,12,7,8,1,320,0,0,0,
mahendrabairagi/GroundTruth_lab,https://github.com/mahendrabairagi/GroundTruth_lab,FALSE,4/11/2019 7:01,[],9,3,9,0,1,Jupyter Notebook,19187,0,0,1,0,30,0,0,0,
suryasanchez/machine-learning-engineer-nanodegree,https://github.com/suryasanchez/machine-learning-engineer-nanodegree,FALSE,2/3/2020 19:55,"['educational-project', 'udacity-machine-learning']",6,4,2,0,1,Python,3746,0,0,1,0,14,0,0,0,
shashankprasanna/sagemaker-rapids,https://github.com/shashankprasanna/sagemaker-rapids,FALSE,11/12/2019 10:56,[],7,3,3,0,1,Jupyter Notebook,18,1,0,1,0,6,0,0,0,
aws-samples/amazon-sagemaker-aws-greengrass-custom-object-detection-model,https://github.com/aws-samples/amazon-sagemaker-aws-greengrass-custom-object-detection-model,FALSE,6/26/2019 0:25,[],39,4,29,0,2,Jupyter Notebook,8543,3,0,3,0,78,0,0,0,
AwsGeek/mlbot-hamburg,https://github.com/AwsGeek/mlbot-hamburg,FALSE,2/6/2019 18:52,[],8,3,6,1,3,Jupyter Notebook,3681,1,1,1,1,107,0,0,0,
wmlba/Fraud_Detection_Techniques,https://github.com/wmlba/Fraud_Detection_Techniques,FALSE,2/14/2019 2:27,[],71,4,45,0,1,Jupyter Notebook,81933,3,1,2,0,24,0,0,0,
aws-samples/amazon-sagemaker-cv,https://github.com/aws-samples/amazon-sagemaker-cv,FALSE,8/24/2021 19:04,[],18,6,4,0,2,Python,20133,4,4,7,2,16,0,0,0,
phreakyphoenix/Deploy-Sentiment-Analysis-LSTM,https://github.com/phreakyphoenix/Deploy-Sentiment-Analysis-LSTM,FALSE,5/29/2020 7:23,"['sentiment-analysis', 'aws', 'deep-learning', 'udacity', 'aws-cli', 's3', 'amazon-sagemaker', 'amazon-sagemaker-notebook', 'amazon-deployment', 'udacity-deep-learning', 'udacity-nano', 'udacity-project', 'dlnd', 'amazon-lambda', 'end-to-end-machine-learning', 'udacity-deployment-project', 'rnn']",6,1,0,0,1,HTML,1580,0,0,1,0,9,0,0,0,
aws-samples/amazon-fraud-detector-end-to-end,https://github.com/aws-samples/amazon-fraud-detector-end-to-end,FALSE,6/18/2021 19:38,"['amazon-fraud-detector', 'sagemaker-studio', 'sagemaker-pipelines']",8,4,5,0,2,Jupyter Notebook,18038,0,0,1,0,14,0,0,0,
roshansthomas/sm-sentimentanalysis-bt,https://github.com/roshansthomas/sm-sentimentanalysis-bt,FALSE,2/7/2022 3:33,[],5,2,4,0,1,Jupyter Notebook,1528,0,0,1,0,8,0,0,0,
aws/sagemaker-rl-container,https://github.com/aws/sagemaker-rl-container,FALSE,11/20/2018 18:41,[],67,32,42,0,11,Python,175,6,2,8,0,78,7,0,0,
yuantt83/project_examples,https://github.com/yuantt83/project_examples,FALSE,10/26/2020 4:13,[],8,2,2,0,1,Jupyter Notebook,263559,1,0,1,0,134,0,0,0,
aws-samples/amazon-sagemaker-feature-store-streaming-aggregation,https://github.com/aws-samples/amazon-sagemaker-feature-store-streaming-aggregation,FALSE,12/8/2020 13:34,[],32,23,12,0,4,Jupyter Notebook,1683,2,1,2,0,51,0,0,0,
aws-samples/amazon-sagemaker-safe-deployment-pipeline,https://github.com/aws-samples/amazon-sagemaker-safe-deployment-pipeline,FALSE,6/26/2020 0:57,"['amazon-sagemaker', 'aws-codepipeline', 'aws-cloudformation']",93,28,226,0,7,Jupyter Notebook,3654,4,1,2,0,23,3,0,0,
aws-samples/aws-sagemaker-heart-disease-prediction,https://github.com/aws-samples/aws-sagemaker-heart-disease-prediction,FALSE,11/5/2019 0:45,[],9,20,8,0,3,Jupyter Notebook,26541,1,0,1,0,39,0,0,0,
leezu/EMNLP19-D2L,https://github.com/leezu/EMNLP19-D2L,FALSE,10/16/2019 18:32,[],16,6,5,0,1,Python,2323,0,0,1,0,2,0,0,0,
aws-samples/retail-demo-store,https://github.com/aws-samples/retail-demo-store,FALSE,4/6/2020 10:03,"['aws', 'personalize', 'pinpoint', 'cognito', 'ecs', 'fargate', 'amplify', 'vuejs', 'cloudfront', 'codepipeline', 'workshops', 'ecommerce', 'opensearch']",491,26,318,0,26,Jupyter Notebook,100640,41,14,8,0,512,0,0,0,
aws-samples/amazon-keyspaces-examples,https://github.com/aws-samples/amazon-keyspaces-examples,FALSE,12/28/2020 22:21,"['cassandra', 'aws-lambda', 'keyspaces', 'amazon-keyspaces']",8,10,17,0,12,Java,503,1,1,3,0,86,0,0,0,
AilingLiu/Machine-Learning-Engineer-Nanodegree-Program-Udacity,https://github.com/AilingLiu/Machine-Learning-Engineer-Nanodegree-Program-Udacity,FALSE,3/27/2020 18:22,"['udacity-nanodegree', 'customer-segmentation', 'arvato', 'capstone-project']",11,2,9,0,1,Jupyter Notebook,23795,0,0,1,0,61,0,0,0,
zenml-io/zenml,https://github.com/zenml-io/zenml,FALSE,11/19/2020 9:25,"['mlops', 'machine-learning', 'data-science', 'production-ready', 'devops-tools', 'zenml', 'pipelines', 'metadata-tracking', 'deep-learning', 'pytorch', 'tensorflow', 'ml', 'ai', 'automl', 'hacktobe', 'hacktoberfest', 'workflow']",2467,37,223,43,48,Python,101482,26,11,73,69,5104,7,0,79,
aws-samples/sagemaker-studio-emr,https://github.com/aws-samples/sagemaker-studio-emr,FALSE,11/19/2021 16:14,[],14,18,11,0,2,Jupyter Notebook,1337,3,2,1,1,76,0,0,0,
